Distance,Bottom_D,Wind_Spd,Depthm,T_degC,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM,DarkAs,MeanAs,R_DYNHT,R_Nuts,Salnty
-100.441,1290.0,7.0,40,12.78,5.11,25.154,84.9,222.613,0.41,0.28,0.83,7.4,0.19,7.2,0.0,0.05,0.51,0.121,0.0,33.343
-100.441,1290.0,7.0,60,11.08,4.19,25.564,67.2,182.461,0.1,0.11,1.33,14.6,0.04,15.5,0.0,0.03,0.02,0.173,0.0,33.46
-248.196,3932.0,4.0,0,15.06,5.91,24.523,102.8,257.6229,0.34,0.04,0.37,2.6,0.0,0.0,0.0,0.08,3.3,0.0,0.0,33.136
-248.196,3932.0,4.0,2,15.06,5.91,24.523,102.8,257.6229,0.34,0.04,0.37,2.6,0.0,0.0,0.0,0.08,3.3,0.007,0.0,33.136
-248.196,3932.0,4.0,10,15.01,5.92,24.532,102.9,258.0565,0.33,0.06,0.36,2.6,0.0,0.0,0.0,0.07,3.9,0.034,0.0,33.133
-248.196,3932.0,4.0,14,14.99,5.92,24.533,102.9,258.0563,0.32,0.07,0.36,2.6,0.0,0.0,0.0,0.07,4.2,0.048,0.0,33.129
-248.196,3932.0,4.0,20,14.9,5.97,24.547,103.5,260.2323,0.45,0.13,0.37,2.7,0.0,0.0,0.0,0.07,4.2,0.068,0.0,33.121
-248.196,3932.0,4.0,30,14.39,6.03,24.635,103.5,262.8251,0.64,0.22,0.38,2.9,0.01,0.0,0.0,0.06,4.1,0.101,0.0,33.094
-248.196,3932.0,4.0,31,14.37,6.03,24.639,103.4,262.8241,0.66,0.23,0.38,2.9,0.01,0.0,0.0,0.06,4.1,0.105,0.0,33.094
-248.196,3932.0,4.0,45,13.71,5.9,24.765,99.8,257.1263,0.5,0.23,0.48,3.4,0.24,1.0,0.19,0.03,2.5,0.15,0.19,33.08
-248.196,3932.0,4.0,50,13.48,5.86,24.809,98.7,255.3721,0.4,0.2,0.53,3.7,0.35,1.7,0.12,0.03,1.7,0.166,0.12,33.076
-248.196,3932.0,4.0,57,13.03,5.79,24.914,96.6,252.2957,0.27,0.15,0.61,4.3,0.48,2.8,0.0,0.04,0.65,0.188,0.0,33.096
-248.196,3932.0,4.0,75,11.89,5.58,25.153,90.9,243.0884,0.14,0.1,0.81,6.6,0.18,6.4,0.0,0.03,0.25,0.24,0.0,33.121
-248.196,3932.0,4.0,85,11.16,5.47,25.28,87.7,238.2668,0.07,0.07,0.92,7.8,0.01,8.4,0.0,0.02,0.03,0.268,0.0,33.113
-368.285,4312.0,10.0,0,16.43,5.65,24.371,101.2,246.3258,0.13,0.04,0.34,2.0,0.0,0.0,0.0,0.06,2.0,0.0,0.0,33.336
-368.285,4312.0,10.0,2,16.43,5.65,24.371,101.2,246.3258,0.13,0.04,0.34,2.0,0.0,0.0,0.0,0.06,2.0,0.007,0.0,33.336
-368.285,4312.0,10.0,10,16.41,5.65,24.377,101.1,246.3244,0.13,0.04,0.33,1.9,0.0,0.0,0.0,0.06,2.2,0.035,0.0,33.337
-368.285,4312.0,10.0,20,16.4,5.66,24.379,101.3,246.7598,0.13,0.04,0.33,1.9,0.0,0.0,0.0,0.05,2.4,0.071,0.0,33.337
-368.285,4312.0,10.0,26,16.4,5.67,24.379,101.5,247.1958,0.13,0.04,0.34,2.0,0.0,0.0,0.0,0.05,2.5,0.092,0.0,33.336
-368.285,4312.0,10.0,30,16.4,5.67,24.38,101.5,247.1956,0.13,0.04,0.34,2.0,0.0,0.0,0.0,0.05,2.4,0.106,0.0,33.337
-368.285,4312.0,10.0,50,16.38,5.66,24.383,101.2,246.7589,0.15,0.05,0.34,1.8,0.0,0.0,0.0,0.06,1.7,0.177,0.0,33.334
-368.285,4312.0,10.0,57,16.19,5.65,24.392,100.6,246.3208,0.13,0.05,0.34,1.9,0.0,0.0,0.0,0.06,1.4,0.202,0.0,33.29
-368.285,4312.0,10.0,75,11.96,5.72,25.078,93.3,249.2056,0.34,0.26,0.71,5.6,0.12,4.6,0.01,0.06,1.4,0.26,0.01,33.041
-368.285,4312.0,10.0,86,11.28,5.46,25.227,87.8,237.8435,0.26,0.28,0.92,7.9,0.04,8.5,0.0,0.05,1.4,0.291,0.0,33.073
-368.285,4312.0,10.0,100,10.64,4.99,25.473,79.2,217.3177,0.13,0.14,1.19,11.8,0.01,13.2,0.0,0.04,0.71,0.328,0.0,33.242
-368.285,4312.0,10.0,108,10.45,4.84,25.534,76.5,210.7725,0.1,0.11,1.27,13.2,0.01,14.6,0.0,0.04,0.28,0.348,0.0,33.279
-368.285,4312.0,10.0,125,10.09,4.45,25.697,69.8,193.758,0.05,0.06,1.43,16.4,0.0,17.5,0.0,0.04,0.18,0.389,0.0,33.408
-368.285,4312.0,10.0,150,9.51,3.95,25.989,61.3,171.9385,0.0,0.02,1.59,20.9,0.0,20.6,0.0,0.05,0.04,0.443,0.0,33.659
-368.285,4312.0,10.0,158,9.49,3.71,26.023,57.6,161.4863,0.0,0.02,1.67,22.7,0.0,21.8,0.0,0.05,0.0,0.46,0.0,33.698
-15.078,869.0,5.0,0,15.93,5.72,24.588,101.5,249.3248,0.23,0.06,0.33,2.0,0.0,0.0,0.0,0.14,0.9,0.0,0.0,33.471
-15.078,869.0,5.0,2,15.93,5.72,24.589,101.5,249.3246,0.23,0.06,0.33,2.0,0.0,0.0,0.0,0.14,0.9,0.007,0.0,33.471
-15.078,869.0,5.0,19,15.93,5.75,24.586,102.0,250.6329,0.24,0.07,0.32,1.9,0.0,0.0,0.05,0.15,3.6,0.063,0.05,33.467
-15.078,869.0,5.0,20,15.9,5.74,24.597,101.8,250.1944,0.25,0.07,0.32,1.9,0.0,0.0,0.05,0.15,3.7,0.067,0.05,33.473
-15.078,869.0,5.0,30,15.85,5.7,24.606,101.0,248.4487,0.35,0.15,0.32,1.9,0.0,0.0,0.0,0.14,4.5,0.1,0.0,33.469
-15.078,869.0,5.0,39,15.77,5.68,24.619,100.4,247.5738,0.44,0.28,0.33,2.1,0.0,0.0,0.0,0.13,5.3,0.13,0.0,33.462
-15.078,869.0,5.0,50,15.35,5.66,24.682,99.2,246.6869,0.47,0.31,0.35,2.4,0.04,0.0,0.0,0.12,3.4,0.166,0.0,33.422
-15.078,869.0,5.0,60,14.5,5.47,24.791,94.2,238.3805,0.31,0.25,0.5,3.3,0.09,1.2,0.0,0.11,1.4,0.199,0.0,33.325
-15.078,869.0,5.0,75,12.49,4.85,25.173,80.1,211.2824,0.11,0.15,0.92,8.0,0.01,7.4,0.0,0.08,0.36,0.243,0.0,33.294
-15.078,869.0,5.0,76,12.45,4.79,25.184,79.0,208.6664,0.1,0.14,0.95,8.5,0.0,7.9,0.0,0.08,0.33,0.246,0.0,33.298
-15.078,869.0,5.0,112,11.82,3.49,25.506,56.9,151.9868,0.02,0.06,1.48,16.4,0.0,15.3,0.0,0.1,0.0,0.34,0.0,33.558
-134.996,1930.0,16.0,0,15.2,5.84,24.72,102.1,254.5226,0.32,0.12,0.34,2.5,0.0,0.0,0.0,0.09,1.3,0.0,0.0,33.432
-134.996,1930.0,16.0,2,15.2,5.84,24.721,102.1,254.5224,0.32,0.12,0.34,2.5,0.0,0.0,0.0,0.09,1.3,0.006,0.0,33.432
-134.996,1930.0,16.0,10,15.19,5.84,24.716,102.1,254.5236,0.33,0.12,0.34,2.3,0.0,0.0,0.04,0.09,5.2,0.032,0.04,33.423
-134.996,1930.0,16.0,12,15.19,5.84,24.717,102.1,254.5233,0.33,0.12,0.34,2.3,0.0,0.0,0.05,0.09,6.4,0.039,0.05,33.424
-134.996,1930.0,16.0,20,15.17,5.83,24.72,101.8,254.0868,0.34,0.13,0.33,2.5,0.0,0.0,0.01,0.09,5.8,0.064,0.01,33.422
-134.996,1930.0,16.0,25,15.16,5.85,24.722,102.2,254.9579,0.35,0.12,0.33,2.5,0.0,0.0,0.05,0.09,5.4,0.08,0.05,33.422
-134.996,1930.0,16.0,30,15.13,5.84,24.725,101.9,254.5214,0.35,0.13,0.33,2.5,0.0,0.0,0.02,0.08,4.6,0.097,0.02,33.417
-134.996,1930.0,16.0,39,15.02,5.84,24.745,101.7,254.5164,0.42,0.17,0.33,2.3,0.0,0.0,0.0,0.06,3.3,0.125,0.0,33.411
-134.996,1930.0,16.0,50,14.38,5.82,24.847,100.0,253.6195,0.49,0.29,0.39,3.1,0.1,0.2,0.13,0.05,3.1,0.16,0.13,33.366
-134.996,1930.0,16.0,71,13.26,5.34,25.041,89.6,232.6584,0.17,0.15,0.68,5.5,0.11,4.7,0.0,0.06,0.15,0.224,0.0,33.318
-293.875,4177.0,4.0,0,16.4,5.63,24.418,100.8,245.4426,0.1,0.04,0.34,1.8,0.0,0.0,0.0,0.07,1.4,0.0,0.0,33.389
-293.875,4177.0,4.0,2,16.4,5.63,24.418,100.8,245.4426,0.1,0.04,0.34,1.8,0.0,0.0,0.0,0.07,1.4,0.007,0.0,33.389
-293.875,4177.0,4.0,10,16.38,5.64,24.424,100.9,245.8771,0.1,0.03,0.34,1.9,0.0,0.0,0.0,0.08,1.4,0.035,0.0,33.39
-293.875,4177.0,4.0,20,16.3,5.64,24.443,100.8,245.8725,0.1,0.03,0.34,1.9,0.0,0.0,0.0,0.08,1.5,0.07,0.0,33.39
-293.875,4177.0,4.0,28,16.29,5.64,24.445,100.7,245.8721,0.11,0.04,0.34,1.8,0.0,0.0,0.0,0.09,1.5,0.098,0.0,33.389
-293.875,4177.0,4.0,30,16.29,5.65,24.445,100.9,246.308,0.12,0.04,0.34,1.8,0.0,0.0,0.0,0.09,1.6,0.105,0.0,33.389
-293.875,4177.0,4.0,50,15.27,5.73,24.565,100.2,249.7663,0.23,0.14,0.36,2.1,0.0,0.0,0.01,0.06,2.1,0.174,0.01,33.248
-293.875,4177.0,4.0,58,15.23,5.75,24.573,100.5,250.6361,0.29,0.18,0.38,2.1,0.0,0.0,0.06,0.05,2.2,0.201,0.06,33.247
-293.875,4177.0,4.0,75,14.61,5.69,24.684,98.1,247.9939,0.24,0.17,0.42,2.5,0.11,0.2,0.06,0.03,1.5,0.257,0.06,33.217
-293.875,4177.0,4.0,88,13.48,5.66,24.883,95.4,246.6385,0.18,0.21,0.53,3.6,0.16,1.5,0.0,0.02,0.78,0.299,0.0,33.171
-293.875,4177.0,4.0,100,12.78,5.57,24.999,92.5,242.6892,0.16,0.16,0.6,4.3,0.07,3.0,0.0,0.02,0.44,0.335,0.0,33.14
-293.875,4177.0,4.0,112,12.0,5.31,25.167,86.7,231.3229,0.09,0.1,0.79,6.4,0.01,6.5,0.0,0.02,0.2,0.37,0.0,33.164
-293.875,4177.0,4.0,125,11.28,5.09,25.358,81.9,221.6976,0.06,0.07,0.96,8.6,0.01,9.5,0.0,0.02,0.15,0.406,0.0,33.239
-293.875,4177.0,4.0,150,10.61,4.45,25.598,70.6,193.7767,0.02,0.05,1.32,14.2,0.0,15.4,0.0,0.03,0.07,0.469,0.0,33.395
-293.875,4177.0,4.0,163,10.28,4.01,25.786,63.2,174.5848,0.01,0.03,1.48,17.6,0.0,18.4,0.0,0.03,0.02,0.499,0.0,33.563
-169.802,4208.0,13.0,0,14.26,5.99,24.555,102.4,261.102,0.24,0.07,0.36,2.8,0.0,0.0,0.0,0.11,3.7,0.0,0.0,32.956
-169.802,4208.0,13.0,2,14.26,5.99,24.555,102.4,261.102,0.24,0.07,0.36,2.8,0.0,0.0,0.0,0.11,3.7,0.007,0.0,32.956
-169.802,4208.0,13.0,10,14.24,5.98,24.563,102.2,260.6641,0.24,0.07,0.37,2.6,0.0,0.0,0.04,0.12,4.1,0.034,0.04,32.961
-169.802,4208.0,13.0,12,14.24,5.98,24.558,102.2,260.6654,0.24,0.07,0.37,2.6,0.0,0.0,0.05,0.12,4.1,0.04,0.05,32.954
-169.802,4208.0,13.0,20,14.2,5.99,24.572,102.3,261.0977,0.25,0.07,0.36,2.6,0.0,0.0,0.02,0.13,3.1,0.067,0.02,32.961
-169.802,4208.0,13.0,23,14.19,5.99,24.567,102.3,261.099,0.25,0.07,0.36,2.6,0.0,0.0,0.0,0.13,2.6,0.077,0.0,32.952
-169.802,4208.0,13.0,30,14.19,5.99,24.573,102.3,261.0974,0.26,0.08,0.36,2.6,0.0,0.0,0.0,0.12,1.5,0.101,0.0,32.96
-169.802,4208.0,13.0,34,14.19,5.99,24.576,102.3,261.0967,0.27,0.08,0.36,2.6,0.0,0.0,0.0,0.11,0.97,0.114,0.0,32.964
-169.802,4208.0,13.0,44,14.16,5.98,24.574,102.0,260.6613,0.28,0.08,0.35,2.6,0.0,0.0,0.0,0.1,0.4,0.148,0.0,32.952
-169.802,4208.0,13.0,50,14.14,5.98,24.586,102.0,260.6583,0.31,0.09,0.35,2.6,0.0,0.0,0.0,0.08,0.28,0.168,0.0,32.963
-169.802,4208.0,13.0,61,14.14,5.98,24.58,102.0,260.6598,0.37,0.11,0.35,2.6,0.0,0.0,0.0,0.05,0.07,0.205,0.0,32.954
-6.212,35.0,8.0,0,12.47,7.13,25.505,118.0,310.5063,19.13,0.21,0.62,6.8,0.25,3.3,0.11,1.2,260.4,0.0,0.11,33.719
-6.212,35.0,8.0,3,12.47,7.13,25.505,118.0,310.5063,19.13,0.21,0.62,6.8,0.25,3.3,0.11,1.2,260.4,0.007,0.11,33.719
-6.212,35.0,8.0,7,12.24,6.73,25.547,110.9,293.0746,16.89,0.35,0.81,8.1,0.26,5.3,0.16,1.3,245.9,0.017,0.16,33.716
-6.212,35.0,8.0,10,11.52,5.76,25.667,93.4,250.8042,13.73,1.04,1.05,11.2,0.3,9.8,0.22,1.1,199.2,0.024,0.22,33.697
-6.212,35.0,8.0,11,11.52,5.46,25.67,88.6,237.7408,12.7,1.27,1.12,12.2,0.31,11.1,0.24,1.0,173.4,0.027,0.24,33.7
-6.212,35.0,8.0,14,11.51,5.41,25.67,87.7,235.5637,13.0,0.83,1.13,12.4,0.31,11.2,0.24,0.31,49.4,0.034,0.24,33.698
-6.212,35.0,8.0,19,11.51,5.41,25.666,87.7,235.5646,14.44,0.41,1.14,12.2,0.3,11.3,0.23,0.32,28.1,0.045,0.23,33.693
-6.212,35.0,8.0,20,11.48,5.32,25.676,86.2,231.6435,13.66,0.51,1.17,12.6,0.31,11.6,0.34,0.31,25.7,0.047,0.34,33.698
-6.212,35.0,8.0,30,11.06,4.47,25.772,71.8,194.6146,5.86,1.53,1.47,17.1,0.38,15.0,1.42,0.23,1.4,0.07,1.42,33.724
-122.935,3798.0,20.0,0,14.22,5.97,24.709,102.1,260.1911,0.51,0.19,0.37,3.0,0.02,0.1,0.09,0.07,12.8,0.0,0.09,33.145
-122.935,3798.0,20.0,2,14.22,5.97,24.709,102.1,260.1911,0.51,0.19,0.37,3.0,0.02,0.1,0.09,0.07,12.8,0.006,0.09,33.145
-122.935,3798.0,20.0,10,14.22,5.96,24.709,102.0,259.7553,0.52,0.19,0.36,2.8,0.02,0.1,0.07,0.08,13.5,0.032,0.07,33.145
-122.935,3798.0,20.0,20,14.22,5.96,24.709,102.0,259.7553,0.51,0.21,0.36,2.9,0.02,0.1,0.05,0.06,6.9,0.065,0.05,33.144
-122.935,3798.0,20.0,30,14.22,5.95,24.714,101.8,259.3182,0.55,0.18,0.36,2.9,0.02,0.0,0.06,0.06,2.7,0.097,0.06,33.15
-122.935,3798.0,20.0,37,14.22,5.95,24.709,101.8,259.3195,0.51,0.18,0.35,2.7,0.01,0.1,0.08,0.04,1.1,0.119,0.08,33.144
-122.935,3798.0,20.0,50,14.22,5.95,24.71,101.8,259.3192,0.5,0.18,0.35,3.0,0.02,0.1,0.09,0.05,0.61,0.162,0.09,33.144
-122.935,3798.0,20.0,55,14.22,5.95,24.711,101.8,259.319,0.49,0.18,0.35,3.1,0.02,0.1,0.1,0.05,0.42,0.178,0.1,33.146
-162.968,4181.0,26.0,0,14.43,5.95,24.562,102.1,259.3567,0.19,0.06,0.33,2.1,0.0,0.1,0.0,0.07,2.2,0.0,0.0,33.012
-162.968,4181.0,26.0,4,14.43,5.95,24.562,102.1,259.3567,0.19,0.06,0.33,2.1,0.0,0.1,0.0,0.07,2.2,0.013,0.0,33.012
-162.968,4181.0,26.0,10,14.42,5.96,24.565,102.3,259.7918,0.19,0.07,0.34,2.4,0.0,0.0,0.0,0.08,3.6,0.034,0.0,33.013
-162.968,4181.0,26.0,13,14.43,5.96,24.565,102.3,259.7918,0.19,0.07,0.34,2.5,0.0,0.0,0.0,0.08,4.3,0.044,0.0,33.015
-162.968,4181.0,26.0,20,14.41,5.95,24.568,102.1,259.3552,0.19,0.06,0.34,2.0,0.0,0.0,0.0,0.05,3.9,0.067,0.0,33.014
-162.968,4181.0,26.0,24,14.41,5.95,24.568,102.1,259.3552,0.19,0.06,0.34,1.7,0.0,0.0,0.0,0.04,3.6,0.081,0.0,33.013
-162.968,4181.0,26.0,30,14.39,5.97,24.574,102.4,260.2254,0.2,0.06,0.34,1.9,0.0,0.0,0.0,0.05,2.4,0.101,0.0,33.015
-162.968,4181.0,26.0,36,14.38,5.98,24.576,102.5,260.6608,0.21,0.07,0.33,2.0,0.0,0.0,0.0,0.07,1.3,0.121,0.0,33.015
-162.968,4181.0,26.0,47,14.36,5.95,24.58,102.0,259.3521,0.21,0.08,0.32,2.6,0.0,0.0,0.0,0.07,0.79,0.158,0.0,33.014
-162.968,4181.0,26.0,50,14.36,5.95,24.581,102.0,259.3519,0.21,0.08,0.32,2.6,0.0,0.0,0.0,0.07,0.68,0.168,0.0,33.015
-162.968,4181.0,26.0,65,14.34,5.96,24.583,102.1,259.7873,0.23,0.09,0.32,2.8,0.0,0.0,0.0,0.05,0.1,0.219,0.0,33.012
-71.178,82.0,5.0,0,13.49,6.64,25.133,112.1,289.2721,8.61,1.1,0.43,2.1,0.14,1.3,0.2,0.38,124.7,0.0,0.2,33.499
-71.178,82.0,5.0,3,13.49,6.64,25.133,112.1,289.2721,8.61,1.1,0.43,2.1,0.14,1.3,0.2,0.38,124.7,0.008,0.2,33.499
-71.178,82.0,5.0,6,13.35,6.47,25.163,109.0,281.8578,7.3,1.1,0.5,3.1,0.2,2.4,0.17,0.38,163.2,0.017,0.17,33.502
-71.178,82.0,5.0,10,13.0,6.19,25.233,103.5,269.6415,6.29,1.08,0.6,4.5,0.22,4.0,0.16,0.37,112.3,0.028,0.16,33.502
-71.178,82.0,5.0,11,12.96,6.12,25.242,102.2,266.5899,6.09,1.08,0.63,4.9,0.22,4.4,0.16,0.37,92.3,0.031,0.16,33.503
-71.178,82.0,5.0,18,12.72,5.7,25.292,94.7,248.2824,4.27,0.85,0.77,7.5,0.25,6.6,0.24,0.17,31.9,0.05,0.24,33.506
-71.178,82.0,5.0,20,12.67,5.66,25.301,94.0,246.5379,4.01,0.81,0.78,7.7,0.26,6.8,0.26,0.15,21.2,0.055,0.26,33.505
-71.178,82.0,5.0,22,12.63,5.6,25.309,92.9,243.9226,3.78,0.77,0.8,7.9,0.27,7.0,0.27,0.13,12.9,0.06,0.27,33.506
-71.178,82.0,5.0,30,11.67,4.75,25.535,77.2,206.853,2.01,0.63,1.1,12.0,0.24,11.9,0.22,0.08,2.9,0.081,0.22,33.562
-71.178,82.0,5.0,32,11.37,4.47,25.586,72.2,194.6499,1.53,0.58,1.2,13.5,0.22,13.6,0.19,0.07,0.4,0.085,0.19,33.556
-150.987,3749.0,25.0,0,14.34,6.0,24.715,102.9,261.4971,0.47,0.2,0.37,2.6,0.02,0.0,0.05,0.1,4.9,0.0,0.05,33.186
-150.987,3749.0,25.0,2,14.34,6.0,24.715,102.9,261.4971,0.47,0.2,0.37,2.6,0.02,0.0,0.05,0.1,4.9,0.006,0.05,33.186
-150.987,3749.0,25.0,10,14.31,5.99,24.72,102.7,261.06,0.47,0.19,0.37,2.5,0.02,0.0,0.05,0.11,12.9,0.032,0.05,33.184
-150.987,3749.0,25.0,11,14.33,5.99,24.717,102.7,261.0608,0.47,0.19,0.37,2.5,0.02,0.0,0.05,0.11,14.0,0.035,0.05,33.185
-150.987,3749.0,25.0,20,14.3,5.99,24.724,102.7,261.059,0.52,0.19,0.37,2.4,0.02,0.0,0.06,0.12,12.2,0.064,0.06,33.185
-150.987,3749.0,25.0,21,14.3,5.99,24.724,102.7,261.059,0.53,0.19,0.37,2.4,0.02,0.0,0.06,0.12,12.0,0.068,0.06,33.186
-150.987,3749.0,25.0,30,14.29,5.98,24.729,102.5,260.6219,0.56,0.24,0.36,2.4,0.02,0.0,0.06,0.09,6.9,0.097,0.06,33.189
-150.987,3749.0,25.0,31,14.29,5.98,24.729,102.5,260.6219,0.56,0.25,0.36,2.4,0.02,0.0,0.06,0.09,6.3,0.1,0.06,33.189
-150.987,3749.0,25.0,42,14.21,5.92,24.744,101.3,258.0032,0.52,0.24,0.39,2.4,0.06,0.1,0.1,0.05,4.5,0.135,0.1,33.186
-150.987,3749.0,25.0,50,13.8,5.74,24.826,97.4,250.1385,0.39,0.27,0.54,3.9,0.09,2.5,0.05,0.04,2.3,0.16,0.05,33.182
-150.987,3749.0,25.0,57,12.29,5.58,25.029,91.6,243.1178,0.27,0.3,0.68,5.3,0.11,4.6,0.0,0.03,0.34,0.182,0.0,33.059
-310.168,3941.0,24.0,0,15.65,5.8,24.384,102.1,252.8622,0.14,0.04,0.37,2.9,0.0,0.0,0.0,0.08,1.1,0.0,0.0,33.124
-310.168,3941.0,24.0,4,15.65,5.8,24.384,102.1,252.8622,0.14,0.04,0.37,2.9,0.0,0.0,0.0,0.08,1.1,0.014,0.0,33.124
-310.168,3941.0,24.0,15,15.65,5.79,24.384,101.9,252.4262,0.14,0.04,0.35,2.8,0.0,0.0,0.0,0.08,2.7,0.053,0.0,33.123
-310.168,3941.0,24.0,20,15.64,5.79,24.386,101.9,252.4258,0.14,0.04,0.35,2.7,0.0,0.0,0.0,0.08,2.4,0.071,0.0,33.123
-310.168,3941.0,24.0,29,15.65,5.8,24.385,102.1,252.862,0.13,0.05,0.35,2.4,0.0,0.0,0.0,0.07,1.3,0.103,0.0,33.124
-310.168,3941.0,24.0,30,15.65,5.8,24.385,102.1,252.862,0.16,0.07,0.35,2.4,0.0,0.0,0.0,0.07,1.2,0.106,0.0,33.124
-310.168,3941.0,24.0,43,15.65,5.8,24.386,102.1,252.8617,0.49,0.26,0.35,2.4,0.0,0.0,0.06,0.07,0.59,0.152,0.06,33.124
-310.168,3941.0,24.0,50,15.65,5.79,24.386,101.9,252.4258,0.4,0.14,0.34,2.2,0.0,0.0,0.09,0.07,0.35,0.177,0.09,33.124
-310.168,3941.0,24.0,56,15.65,5.79,24.4,101.9,252.4223,0.29,0.03,0.34,2.1,0.0,0.0,0.1,0.06,0.2,0.198,0.1,33.142
-310.168,3941.0,24.0,75,14.25,5.91,24.716,101.2,257.5744,0.45,0.24,0.39,2.3,0.0,0.0,0.06,0.04,0.1,0.263,0.06,33.159
-310.168,3941.0,24.0,77,14.24,5.92,24.717,101.3,258.01,0.47,0.26,0.39,2.3,0.0,0.0,0.06,0.04,0.09,0.269,0.06,33.158
-1.897,87.0,8.0,0,15.11,6.04,24.742,105.4,263.2335,1.53,0.25,0.39,2.7,0.02,0.3,0.09,0.2,40.7,0.0,0.09,33.434
-1.897,87.0,8.0,2,15.11,6.04,24.742,105.4,263.2335,1.53,0.25,0.39,2.7,0.02,0.3,0.09,0.2,40.7,0.006,0.09,33.434
-1.897,87.0,8.0,10,14.54,6.13,24.848,105.7,267.1282,3.0,0.44,0.42,3.3,0.06,0.7,0.08,0.15,86.3,0.032,0.08,33.412
-1.897,87.0,8.0,11,14.39,6.14,24.886,105.6,267.554,3.18,0.48,0.42,3.4,0.07,0.8,0.08,0.15,93.8,0.035,0.08,33.421
-1.897,87.0,8.0,20,13.05,5.94,25.172,99.4,258.7667,9.68,0.93,0.65,5.1,0.15,4.1,0.1,0.26,124.1,0.061,0.1,33.435
-1.897,87.0,8.0,21,13.01,5.9,25.182,98.6,257.0217,10.29,0.97,0.68,5.4,0.16,4.6,0.1,0.27,127.5,0.064,0.1,33.438
-1.897,87.0,8.0,30,12.34,5.37,25.319,88.5,233.902,7.46,0.93,0.9,8.1,0.19,8.3,0.14,0.19,44.2,0.088,0.14,33.446
-1.897,87.0,8.0,31,12.32,5.3,25.324,87.3,230.8519,7.15,0.92,0.92,8.4,0.19,8.7,0.15,0.17,33.4,0.091,0.15,33.447
-1.897,87.0,8.0,41,11.85,4.57,25.44,74.6,199.0328,1.46,0.45,1.19,12.6,0.23,12.9,0.32,0.06,3.7,0.117,0.32,33.482
-1.897,87.0,8.0,50,10.91,3.83,25.721,61.3,166.7586,1.25,0.47,1.52,16.9,0.38,17.3,1.06,0.1,1.8,0.138,1.06,33.623
-1.897,87.0,8.0,57,10.87,3.25,25.735,52.0,141.5034,1.08,0.48,1.77,20.2,0.49,20.8,1.64,0.13,0.28,0.154,1.64,33.632
-34.524,633.0,6.0,0,15.87,6.06,24.587,107.4,264.1451,0.41,0.17,0.32,3.0,0.0,0.1,0.06,0.2,17.0,0.0,0.06,33.452
-34.524,633.0,6.0,2,15.87,6.06,24.587,107.4,264.1451,0.41,0.17,0.32,3.0,0.0,0.1,0.06,0.2,17.0,0.007,0.06,33.452
-34.524,633.0,6.0,10,15.47,6.12,24.664,107.6,266.7403,0.48,0.17,0.31,2.4,0.0,0.0,0.02,0.27,18.6,0.033,0.02,33.435
-34.524,633.0,6.0,15,15.27,6.16,24.697,107.8,268.4751,0.54,0.17,0.3,2.0,0.0,0.0,0.0,0.33,19.4,0.049,0.0,33.421
-34.524,633.0,6.0,20,15.07,6.14,24.728,107.0,267.5953,0.57,0.19,0.31,2.0,0.0,0.0,0.01,0.34,18.3,0.066,0.01,33.404
-34.524,633.0,6.0,30,14.89,6.1,24.761,105.9,265.8434,0.64,0.3,0.34,2.1,0.0,0.0,0.05,0.37,14.8,0.098,0.05,33.396
-34.524,633.0,6.0,45,12.56,5.16,25.172,85.4,224.7872,0.89,0.77,0.83,7.6,0.19,6.4,0.1,0.08,9.9,0.142,0.1,33.311
-34.524,633.0,6.0,50,11.89,4.77,25.367,77.8,207.758,0.76,0.69,1.02,10.0,0.3,9.2,0.14,0.07,7.0,0.156,0.14,33.397
-34.524,633.0,6.0,57,11.66,4.19,25.451,68.1,182.4811,0.51,0.51,1.28,13.5,0.41,13.2,0.2,0.05,3.1,0.174,0.2,33.45
-34.524,633.0,6.0,75,10.81,2.7,25.864,43.2,117.5419,0.17,0.26,1.85,22.8,0.09,21.0,0.14,0.03,0.71,0.216,0.14,33.783
-34.524,633.0,6.0,80,10.75,2.28,25.963,36.4,99.24802,0.08,0.19,2.01,25.4,0.0,23.2,0.12,0.03,0.05,0.226,0.12,33.897
-173.366,3935.0,16.0,0,15.39,5.82,24.433,101.9,253.722,0.09,0.02,0.37,2.7,0.0,0.1,0.12,0.0,0.04,0.0,0.12,33.113
-173.366,3935.0,16.0,3,15.39,5.82,24.433,101.9,253.722,0.09,0.02,0.37,2.7,0.0,0.1,0.12,0.0,0.04,0.01,0.12,33.113
-173.366,3935.0,16.0,10,15.35,5.82,24.432,101.8,253.7223,0.09,0.02,0.36,2.7,0.0,0.1,0.1,0.04,1.5,0.035,0.1,33.099
-173.366,3935.0,16.0,18,15.32,5.82,24.442,101.8,253.7198,0.09,0.02,0.35,2.7,0.0,0.0,0.07,0.1,3.3,0.063,0.07,33.103
-173.366,3935.0,16.0,20,15.31,5.82,24.44,101.8,253.7203,0.09,0.02,0.35,2.7,0.0,0.0,0.06,0.1,3.1,0.07,0.06,33.098
